,result,table,_time,_value
,_result,0,2022-10-10T00:00:00Z,22.200000000000003
,_result,0,2022-10-11T00:00:00Z,19.5
,_result,0,2022-10-12T00:00:00Z,20.60000000000001
,_result,0,2022-10-13T00:00:00Z,20
,_result,0,2022-10-14T00:00:00Z,19.900000000000006
,_result,0,2022-10-15T00:00:00Z,20.700000000000003
,_result,0,2022-10-16T00:00:00Z,21.5
,_result,0,2022-10-17T00:00:00Z,22.200000000000003
,_result,0,2022-10-18T00:00:00Z,22.200000000000003
,_result,0,2022-10-19T00:00:00Z,21.400000000000006
,_result,0,2022-10-20T00:00:00Z,22.5
,_result,0,2022-10-21T00:00:00Z,16.80000000000001
,_result,0,2022-10-22T00:00:00Z,18.200000000000003
,_result,0,2022-10-23T00:00:00Z,17.60000000000001
,_result,0,2022-10-24T00:00:00Z,17.60000000000001
,_result,0,2022-10-25T00:00:00Z,18.60000000000001
,_result,0,2022-10-26T00:00:00Z,19.700000000000003
,_result,0,2022-10-27T00:00:00Z,21.700000000000003
,_result,0,2022-10-28T00:00:00Z,20.400000000000006
,_result,0,2022-11-02T00:00:00Z,19.700000000000003
,_result,0,2022-11-03T00:00:00Z,20.10000000000001
,_result,0,2022-11-04T00:00:00Z,20.400000000000006
,_result,0,2022-11-05T00:00:00Z,21.700000000000003

